image_id,width,height,x_center,y_center,classes
FG_CAM00_220028,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220029,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220029,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220029,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220029,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220029,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220029,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220030,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220030,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220030,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220030,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220030,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220030,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220031,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220031,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220031,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220031,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220031,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220031,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220033,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220033,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220033,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220033,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220033,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220033,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220034,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220034,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220034,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220034,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220034,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220034,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220035,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220035,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220035,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220035,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220035,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220035,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220036,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220036,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220036,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220036,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220036,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220036,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220037,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220037,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220037,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220037,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220037,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220037,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220038,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220038,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220038,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220038,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220038,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220038,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220039,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220039,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220039,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220039,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220039,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220039,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220040,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220040,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220040,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220040,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220040,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220040,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220041,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220041,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220041,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220041,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220041,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220041,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220042,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220042,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220042,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220042,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220042,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220042,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220043,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220043,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220043,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220043,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220043,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220043,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM00_220044,0.363230519,0.155155642,0.409699675,0.609192607,0
FG_CAM00_220044,0.224431818,0.162451362,0.394277597,0.828307393,1
FG_CAM00_220044,0.111607143,0.0807393,0.740868506,0.56614786,6
FG_CAM00_220044,0.039772727,0.060311284,0.635957792,0.527723735,3
FG_CAM00_220044,0.321022727,0.065661479,0.401988636,0.709873541,4
FG_CAM00_220044,0.075892857,0.116245136,0.417410714,0.765321012,5
FG_CAM01_220024,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220024,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220024,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220024,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220024,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220024,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220025,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220025,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220025,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220025,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220025,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220025,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220026,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220026,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220026,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220026,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220026,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220026,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220027,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220027,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220027,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220027,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220027,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220027,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220028,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220028,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220028,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220028,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220028,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220028,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220029,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220029,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220029,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220029,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220029,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220029,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220030,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220030,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220030,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220030,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220030,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220030,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220031,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220031,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220031,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220031,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220031,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220031,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220033,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220033,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220033,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220033,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220033,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220033,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220034,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220034,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220034,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220034,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220034,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220034,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220035,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220035,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220035,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220035,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220035,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220035,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220036,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220036,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220036,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220036,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220036,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220036,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220037,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220037,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220037,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220037,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220037,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220037,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220038,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220038,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220038,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220038,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220038,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220038,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220039,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220039,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220039,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220039,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220039,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220039,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220040,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220040,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220040,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220040,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220040,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220040,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220041,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220041,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220041,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220041,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220041,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220041,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220042,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220042,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220042,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220042,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220042,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220042,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220043,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220043,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220043,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220043,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220043,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220043,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM01_220044,0.184253247,0.181906615,0.50974026,0.817607004,7
FG_CAM01_220044,0.107548701,0.115758755,0.658887987,0.512159533,8
FG_CAM01_220044,0.068587662,0.248054475,0.627637987,0.414883268,4
FG_CAM01_220044,0.141233766,0.303988327,0.535714286,0.311040856,0
FG_CAM01_220044,0.462256494,0.221303502,0.521712662,0.720087549,9
FG_CAM01_220044,0.104707792,0.109922179,0.650974026,0.233949416,5
FG_CAM02_220024,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220024,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220024,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220024,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220024,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220024,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220024,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220024,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220024,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220025,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220025,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220025,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220025,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220025,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220025,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220025,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220025,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220025,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220026,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220026,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220026,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220026,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220026,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220026,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220026,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220026,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220026,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220027,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220027,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220027,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220027,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220027,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220027,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220027,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220027,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220027,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220028,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220028,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220028,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220028,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220028,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220028,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220028,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220028,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220028,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220029,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220029,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220029,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220029,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220029,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220029,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220029,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220029,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220029,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220030,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220030,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220030,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220030,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220030,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220030,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220030,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220030,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220030,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220031,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220031,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220031,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220031,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220031,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220031,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220031,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220031,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220031,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220033,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220033,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220033,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220033,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220033,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220033,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220033,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220033,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220033,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220034,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220034,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220034,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220034,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220034,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220034,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220034,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220034,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220034,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220035,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220035,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220035,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220035,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220035,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220035,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220035,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220035,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220035,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220036,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220036,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220036,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220036,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220036,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220036,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220036,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220036,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220036,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220037,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220037,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220037,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220037,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220037,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220037,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220037,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220037,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220037,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220038,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220038,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220038,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220038,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220038,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220038,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220038,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220038,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220038,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220039,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220039,0.092938312,0.186770428,0.52049513,0.614785992,6
FG_CAM02_220039,0.148944805,0.11381323,0.701907468,0.602626459,10
FG_CAM02_220039,0.144074675,0.111381323,0.513189935,0.712305447,11
FG_CAM02_220039,0.056006494,0.046206226,0.546672078,0.408803502,3
FG_CAM02_220039,0.491883117,0.267996109,0.511769481,0.648103113,12
FG_CAM02_220039,0.27637987,0.128891051,0.546469156,0.476896887,13
FG_CAM02_220039,0.061282468,0.128891051,0.373173701,0.351410506,14
FG_CAM02_220039,0.134334416,0.277237354,0.474228896,0.240758755,0
FG_CAM02_220040,0.114853896,0.229085603,0.307832792,0.303258755,1
FG_CAM02_220040,0.092938312,0.186770428,0.52049513,0.614785992,6
