,ImageId,width,height,x_center,y_center,classes,image_id
25,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,CA_CAM03
26,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,CA_CAM03
27,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,CA_CAM03
28,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,CA_CAM03
29,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,CA_CAM03
30,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,CA_CAM04
31,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,CA_CAM04
32,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,CB_CAM00
33,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,CB_CAM00
34,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,CB_CAM00
35,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,CB_CAM00
36,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,CB_CAM00
37,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,CB_CAM00
38,,0.31412337662337664,0.17801556420233464,0.5089285714285714,0.8107976653696498,47,CB_CAM01
39,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,CB_CAM01
40,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,CB_CAM01
41,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,CB_CAM01
42,,0.43262987012987014,0.27675097276264593,0.4967532467532468,0.7628891050583657,48,CB_CAM01
43,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,CB_CAM01
44,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,CB_CAM02
45,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,CB_CAM02
46,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,CB_CAM02
47,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,CB_CAM02
48,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,CB_CAM02
49,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,CB_CAM02
50,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,CB_CAM02
51,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,CB_CAM02
52,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,CB_CAM02
53,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,CB_CAM03
54,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,CB_CAM03
55,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,CB_CAM03
56,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,CB_CAM03
57,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,CB_CAM03
58,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,CB_CAM03
59,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,CB_CAM03
60,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,CB_CAM03
61,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,CB_CAM03
62,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,CB_CAM04
63,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,CB_CAM04
64,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,CT_CAM00
65,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,CT_CAM00
66,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,CT_CAM00
67,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,CT_CAM00
68,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,CT_CAM00
69,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,CT_CAM00
70,,0.17857142857142858,0.18044747081712062,0.5093344155844156,0.8193093385214008,70,CT_CAM01
71,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,CT_CAM01
72,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,CT_CAM01
73,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,CT_CAM01
74,,0.4366883116883117,0.27675097276264593,0.494724025974026,0.7628891050583657,71,CT_CAM01
75,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,CT_CAM01
76,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,CT_CAM02
77,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,CT_CAM02
78,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,CT_CAM02
79,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,CT_CAM02
80,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,CT_CAM02
81,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,CT_CAM02
82,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,CT_CAM02
83,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,CT_CAM02
84,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,CT_CAM02
85,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,CT_CAM03
86,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,CT_CAM03
87,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,CT_CAM03
88,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,CT_CAM03
89,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,CT_CAM03
90,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,CT_CAM03
91,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,CT_CAM03
92,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,CT_CAM03
93,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,CT_CAM03
94,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,CT_CAM04
95,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,CT_CAM04
96,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,CU_CAM00
97,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,CU_CAM00
98,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,CU_CAM00
99,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,CU_CAM00
100,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,CU_CAM00
101,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,CU_CAM00
102,,0.17857142857142858,0.18044747081712062,0.5093344155844156,0.8193093385214008,70,CU_CAM01
103,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,CU_CAM01
104,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,CU_CAM01
105,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,CU_CAM01
106,,0.4366883116883117,0.27675097276264593,0.494724025974026,0.7628891050583657,71,CU_CAM01
107,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,CU_CAM01
108,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,CU_CAM02
109,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,CU_CAM02
110,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,CU_CAM02
111,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,CU_CAM02
112,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,CU_CAM02
113,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,CU_CAM02
114,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,CU_CAM02
115,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,CU_CAM02
116,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,CU_CAM02
117,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,CU_CAM03
118,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,CU_CAM03
119,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,CU_CAM03
120,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,CU_CAM03
121,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,CU_CAM03
122,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,CU_CAM03
123,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,CU_CAM03
124,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,CU_CAM03
125,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,CU_CAM03
126,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,CU_CAM04
127,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7791828793774319,50,CU_CAM04
128,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,CV_CAM00
129,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,CV_CAM00
130,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,CV_CAM00
131,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,CV_CAM00
132,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,CV_CAM00
133,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,CV_CAM00
134,,0.17857142857142858,0.18044747081712062,0.5093344155844156,0.8193093385214008,70,CV_CAM01
135,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,CV_CAM01
136,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,CV_CAM01
137,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,CV_CAM01
138,,0.4366883116883117,0.27675097276264593,0.494724025974026,0.7628891050583657,71,CV_CAM01
139,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,CV_CAM01
140,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,CV_CAM02
141,,0.0929383116883117,0.16974708171206226,0.5022321428571429,0.6116245136186771,2,CV_CAM02
142,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,CV_CAM02
143,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,CV_CAM02
144,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,CV_CAM02
145,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,CV_CAM02
146,,0.27637987012987014,0.12889105058365757,0.7027191558441559,0.981760700389105,13,CV_CAM02
147,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,CV_CAM02
148,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,CV_CAM02
149,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,CV_CAM03
150,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,CV_CAM03
151,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,CV_CAM03
152,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,CV_CAM03
153,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,CV_CAM03
154,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,CV_CAM03
155,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,CV_CAM03
156,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,CV_CAM03
157,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,CV_CAM03
158,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,CV_CAM04
159,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,CV_CAM04
160,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,CW_CAM00
161,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,CW_CAM00
162,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,CW_CAM00
163,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,CW_CAM00
164,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,CW_CAM00
165,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,CW_CAM00
166,,0.17857142857142858,0.18044747081712062,0.5093344155844156,0.8193093385214008,70,CW_CAM01
167,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,CW_CAM01
168,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,CW_CAM01
169,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,CW_CAM01
170,,0.4366883116883117,0.27675097276264593,0.494724025974026,0.7628891050583657,71,CW_CAM01
171,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,CW_CAM01
172,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,CW_CAM02
173,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,CW_CAM02
174,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,CW_CAM02
175,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,CW_CAM02
176,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,CW_CAM02
177,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,CW_CAM02
178,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,CW_CAM02
179,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,CW_CAM02
180,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,CW_CAM02
181,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,CW_CAM03
182,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,CW_CAM03
183,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,CW_CAM03
184,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,CW_CAM03
185,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,CW_CAM03
186,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,CW_CAM03
187,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,CW_CAM03
188,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,CW_CAM03
189,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,CW_CAM03
190,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,CW_CAM04
191,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,CW_CAM04
192,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,FA_CAM00
193,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,FA_CAM00
194,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,FA_CAM00
195,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,FA_CAM00
196,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,FA_CAM00
197,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,FA_CAM00
198,,0.31412337662337664,0.17801556420233464,0.5089285714285714,0.8107976653696498,47,FA_CAM01
199,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,FA_CAM01
200,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,FA_CAM01
201,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,FA_CAM01
202,,0.43262987012987014,0.27675097276264593,0.4967532467532468,0.7628891050583657,48,FA_CAM01
203,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,FA_CAM01
204,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,FA_CAM02
205,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,FA_CAM02
206,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,FA_CAM02
207,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,FA_CAM02
208,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,FA_CAM02
209,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,FA_CAM02
210,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,FA_CAM02
211,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,FA_CAM02
212,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,FA_CAM02
213,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,FA_CAM03
214,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,FA_CAM03
215,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,FA_CAM03
216,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,FA_CAM03
217,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,FA_CAM03
218,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,FA_CAM03
219,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,FA_CAM03
220,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,FA_CAM03
221,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,FA_CAM03
222,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,FA_CAM04
223,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,FA_CAM04
224,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,FB_CAM00
225,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,FB_CAM00
226,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,FB_CAM00
227,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,FB_CAM00
228,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,FB_CAM00
229,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,FB_CAM00
230,,0.31412337662337664,0.17801556420233464,0.5089285714285714,0.8107976653696498,47,FB_CAM01
231,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,FB_CAM01
232,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,FB_CAM01
233,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,FB_CAM01
234,,0.43262987012987014,0.27675097276264593,0.4967532467532468,0.7628891050583657,48,FB_CAM01
235,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,FB_CAM01
236,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,FB_CAM02
237,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,FB_CAM02
238,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,FB_CAM02
239,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,FB_CAM02
240,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,FB_CAM02
241,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,FB_CAM02
242,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,FB_CAM02
243,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,FB_CAM02
244,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,FB_CAM02
245,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,FB_CAM03
246,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,FB_CAM03
247,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,FB_CAM03
248,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,FB_CAM03
249,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,FB_CAM03
250,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,FB_CAM03
251,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,FB_CAM03
252,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,FB_CAM03
253,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,FB_CAM03
254,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,FB_CAM04
255,,0.30560064935064934,0.16536964980544747,0.48924512987012986,0.7679961089494164,50,FB_CAM04
256,,0.3632305194805195,0.1551556420233463,0.4096996753246753,0.609192607003891,0,FC_CAM00
257,,0.22443181818181818,0.16245136186770429,0.3942775974025974,0.828307392996109,1,FC_CAM00
258,,0.09537337662337662,0.08073929961089495,0.7327516233766234,0.566147859922179,2,FC_CAM00
259,,0.03977272727272727,0.06031128404669261,0.6359577922077922,0.5277237354085603,3,FC_CAM00
260,,0.3210227272727273,0.06566147859922179,0.40198863636363635,0.7098735408560312,4,FC_CAM00
261,,0.07589285714285714,0.11624513618677043,0.4174107142857143,0.7653210116731517,5,FC_CAM00
262,,0.17857142857142858,0.18044747081712062,0.5093344155844156,0.8193093385214008,70,FC_CAM01
263,,0.1075487012987013,0.11575875486381323,0.658887987012987,0.5121595330739299,8,FC_CAM01
264,,0.06858766233766234,0.2480544747081712,0.627637987012987,0.4148832684824903,4,FC_CAM01
265,,0.14123376623376624,0.303988326848249,0.5357142857142857,0.3110408560311284,0,FC_CAM01
266,,0.4366883116883117,0.27675097276264593,0.494724025974026,0.7628891050583657,71,FC_CAM01
267,,0.10470779220779221,0.10992217898832685,0.650974025974026,0.23394941634241245,5,FC_CAM01
268,,0.1148538961038961,0.22908560311284046,0.3078327922077922,0.3032587548638132,1,FC_CAM02
269,,0.0929383116883117,0.16974708171206226,0.5204951298701299,0.6062743190661478,2,FC_CAM02
270,,0.14894480519480519,0.11381322957198443,0.7019074675324676,0.6026264591439688,10,FC_CAM02
271,,0.14407467532467533,0.11138132295719845,0.513189935064935,0.7123054474708171,11,FC_CAM02
272,,0.056006493506493504,0.046206225680933855,0.546672077922078,0.4088035019455253,3,FC_CAM02
273,,0.49188311688311687,0.26799610894941633,0.5117694805194806,0.648103112840467,12,FC_CAM02
274,,0.27637987012987014,0.12889105058365757,0.5464691558441559,0.4768968871595331,13,FC_CAM02
275,,0.061282467532467536,0.12889105058365757,0.3731737012987013,0.35141050583657585,14,FC_CAM02
276,,0.13433441558441558,0.2772373540856031,0.4742288961038961,0.24075875486381323,0,FC_CAM02
277,,0.10714285714285714,0.08511673151750973,0.8238636363636364,0.3946984435797665,2,FC_CAM03
278,,0.2739448051948052,0.28891050583657585,0.43892045454545453,0.48200389105058367,1,FC_CAM03
279,,0.10592532467532467,0.1517509727626459,0.429586038961039,0.7485408560311284,15,FC_CAM03
280,,0.3092532467532468,0.16001945525291827,0.4042207792207792,0.5464494163424124,8,FC_CAM03
281,,0.10511363636363637,0.13667315175097275,0.5570211038961039,0.45063229571984437,14,FC_CAM03
282,,0.3116883116883117,0.1240272373540856,0.432224025974026,0.4170719844357977,4,FC_CAM03
283,,0.38311688311688313,0.18433852140077822,0.48457792207792205,0.2794260700389105,0,FC_CAM03
284,,0.11038961038961038,0.13229571984435798,0.43587662337662336,0.6857976653696498,16,FC_CAM03
285,,0.2784090909090909,0.17363813229571984,0.4890422077922078,0.8202821011673151,50,FC_CAM03
286,,0.1112012987012987,0.10214007782101167,0.15584415584415584,0.3477626459143969,2,FC_CAM04
